_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
hubbabo01,27-Dec-22,"Westfield, Massachusetts",0.5,24.9,,67.4,62,-,3.6,-,-0.9,,Springfield College,,1947 BAA Draf,Providence Steamrollers,,6-Jun,,Bob Hubbard,Center/Forward,Right,215lb
hubbaph01,13-Dec-56,"Canton, Ohio",1.3,49.5,3.8,70.6,665,13.9,10.9,5.3,29,49.5,University of Michigan,15th overall,1st round,Detroit Pistons,1979,8-Jun,"McKinley in Canton, Ohio",Phil Hubbard,Power Forward and Small Forward,Right,215lb
hudsole01,7-Aug-84,"Memphis, Tennessee",1.2,37.5,27.7,80.6,57,13,4.7,1.4,0.2,43.1,University of Tennessee at Martin,58th overall,2nd round,Boston Celtics,2009,3-Jun,"Central in Memphis, Tennessee",Lester Hudson,Shooting Guard and Point Guard,Right,190lb
hudsolo01,11-Jul-44,"Greensboro, North Carolina",2.7,48.9,,79.7,890,17.4,20.2,4.4,81,,University of Minnesota,4th overall,1st round,St. Louis Hawks,1966,5-Jun,"Dudley in Greensboro, North Carolina",Lou Hudson,Shooting Guard and Small Forward,Right,210lb
hudsotr01,13-Mar-76,"Carbondale, Illinois",3.4,40.1,33.9,85.8,517,13.1,9,1.7,10.5,45.3,"University of Missouri, Southern Illinois University",,,,,1-Jun,"Carbondale in Carbondale, Illinois",Troy Hudson,Point Guard,Right,170lb
huertma01,25-May-83,"Sao Paulo, Brazil",3.1,40.9,25,78.3,76,10.1,3.9,1.5,-0.2,44.3,,,,,,3-Jun,,Marcelo Huertas,Point Guard,Right,200lb
huertke01,27-Aug-98,"Albany, New York",2.9,41.9,38.5,73.2,75,10.1,9.7,3.3,1.5,52.2,University of Maryland,19th overall,1st round,Atlanta Hawks,2018,7-Jun,"Shenendehowa Central HS in Clifton Park, New York",Kevin Huerter,Shooting Guard,Right,190lb
huestjo01,19-Dec-91,"Webster, Texas",0.3,34.6,31.2,24,76,6,2.5,2.4,0.7,44.1,Stanford University,29th overall,1st round,Oklahoma City Thunder,2014,7-Jun,"C.M. Russell in Great Falls, Montana",Josh Huestis,Power Forward,Right,230lb
huffmna01,2-Apr-75,"Battle Creek, Michigan",0.7,36,-,62.5,7,11.8,3.3,3.3,0.1,36,Central Michigan University,,,,,1-Jul,"Lakeview in Battle Creek, Michigan",Nate Huffman,Center,Right,245lb
hugheri01,19-Jul-62,"Chicago, Illinois",0.9,40.9,17.6,58.3,68,8.2,5.2,1.7,-0.5,41.3,Loyola University of Chicago,14th overall,1st round,San Antonio Spurs,1985,5-Jun,"Robeson in Chicago, Illinois",Alfredrick Hughes,Shooting Guard,Right,215lb
hugheed01,26-May-60,"Greenville, Mississippi",1.6,41.6,36.4,69.2,97,8.9,3.1,1,1.5,46.6,Colorado State University,140th overall,7th round,San Diego Clippers,1982,10-May,"Austin in Chicago, Illinois",Eddie Hughes,Point Guard,Right,165lb
hugheki01,4-Jun-52,"Freeport, Illinois",0.9,47.9,-,39.7,425,11.4,3.8,5.6,13.9,47.9,University of Wisconsin,45th overall,3rd round,Buffalo Braves,1974,11-Jun,"Freeport in Freeport, Illinois",Kim Hughes,Center,Left,220lb
hughela01,23-Jan-79,"St. Louis, Missouri",3.1,40.6,30.9,75.7,727,14.9,14.1,4.2,32.3,43.5,Saint Louis University,8th overall,1st round,Philadelphia 76ers,1998,5-Jun,"Christian Brothers College in St. Louis, Missouri",Larry Hughes,Shooting Guard and Point Guard and Small Forward,Right,184lb
hugheri02,22-Aug-73,"Cincinnati, Ohio",0.4,48.6,0,46.2,21,10.9,3.9,2.3,0.1,48.6,Thomas More College,,,,,9-Jun,"Walnut Hills in Cincinnati, Ohio",Rick Hughes,Power Forward,Right,235lb
hummero01,8-Mar-89,"Valparaiso, Indiana",0.5,41.8,34.3,86.7,98,9.6,3.9,2.7,1.9,48.7,Purdue University,58th overall,2nd round,Minnesota Timberwolves,2012,8-Jun,"Valparaiso in Valparaiso, Indiana",Robbie Hummel,Small Forward,Right,215lb
hummejo01,4-May-48,"Washington, District of Columbia",1.7,43.8,,52.4,327,10.2,6.9,5.3,4.8,,Princeton University,15th overall,1st round,Buffalo Braves,1970,9-Jun,"Washington-Lee in Arlington, Virginia",John Hummer,Center and Power Forward,Right,230lb
humphry01,24-Jul-79,"Tulsa, Oklahoma",0.2,34.4,0,53.9,85,6.6,2.3,2.2,-0.4,34.4,"University of Oklahoma, University of Notre Dame",19th overall,1st round,Utah Jazz,2002,8-Jun,"Booker T. Washington in Tulsa, Oklahoma",Ryan Humphrey,Power Forward and Small Forward,Right,235lb
humphis01,5-Jan-98,"Sydney, Australia",0,28.6,27.3,-,5,3.4,3,2.2,-0.1,35.7,University of Kentucky,,,,,Jul-00,"La Lumiere School in La Porte, Indiana",Isaac Humphries,Center,Right,255lb
humphja01,17-Oct-62,"Los Angeles, California",5.5,47.6,29.7,78.2,788,13.9,11.1,2.5,45,49.1,University of Colorado,13th overall,1st round,Phoenix Suns,1984,3-Jun,"Inglewood in Inglewood, California",Jay Humphries,Shooting Guard and Point Guard,Right,185lb
humphkr01,6-Feb-85,"Minneapolis, Minnesota",0.7,46.3,29.3,70,800,15.4,6.7,5.4,30.3,46.9,University of Minnesota,14th overall,1st round,Utah Jazz,2004,9-Jun,"Hopkins in Minnetonka, Minnesota",Kris Humphries,Small Forward and Power Forward,Right,235lb
hundlho01,26-Oct-34,"Charleston, West Virginia",3.4,34.7,,72.1,431,11.7,8.4,3.3,4.3,,West Virginia University,1st overall,1st round,Cincinnati Royals,1957,4-Jun,"Charleston in Charleston, West Virginia",Hot Rod Hundley,Shooting Guard and Point Guard,Right,185lb
huntebr01,24-Nov-80,"Cincinnati, Ohio",0.3,47.6,0,48.8,67,12.5,3.3,2.8,0.7,47.6,Ohio University,56th overall,2nd round,Boston Celtics,2003,7-Jun,"Withrow in Cincinnati, Ohio",Brandon Hunter,Power Forward,Right,260lb
huntece01,16-Jan-65,"Wichita Falls, Texas",0,-,-,-,1,0,0,0,0,-,University of Kansas,,,,,Jun-00,"Omaha South in Omaha, Nebraska",Cedric Hunter,Point Guard,Right,180lb
huntech01,7-Jul-84,"Gary, Indiana",0.6,50.2,0,75.4,60,12.2,4.5,2.8,1.3,50.2,University of Michigan,,,,,11-Jun,"West Side in Gary, Indiana",Chris Hunter,Center,Right,240lb
huntele01,16-Aug-42,"Nashville, Tennessee",1.6,44.3,19.9,69.9,468,14.8,12.3,6.9,25.5,44.6,Loyola University of Chicago,9th overall,2nd round,Detroit Pistons,1964,7-Jun,"Pearl in Nashville, Tennessee",Les Hunter,Power Forward,Right,210lb
hunteli01,3-Dec-70,"Utica, Mississippi",2.7,38.8,36,74.6,937,12.1,8.5,2.2,32.9,45.8,"Alcorn State University, Jackson State University",10th overall,1st round,Detroit Pistons,1993,2-Jun,"Murrah in Jackson, Mississippi",Lindsey Hunter,Point Guard and Shooting Guard,Right,170lb
hunteot01,28-May-86,"Winston-Salem, North Carolina",0,46.9,-,33.3,23,11,1.4,1.6,0.2,46.9,Ohio State University,,,,,8-Jun,"R.J. Reynolds in Winston-Salem, North Carolina",Othello Hunter,Small Forward and Power Forward,Right,225lb
hunterj01,24-Oct-93,"Oxford, Ohio",0.4,37.1,29.5,81.8,45,8.4,3,1,0.4,47,Georgia State University,28th overall,1st round,Boston Celtics,2015,5-Jun,"Pike in Indianapolis, Indiana",R.J. Hunter,Shooting Guard,Right,185lb
huntest01,31-Oct-81,"Chicago, Illinois",0.2,56,0,48.5,400,13,4.5,3.2,10.6,56,DePaul University,15th overall,1st round,Orlando Magic,2001,Jul-00,"Proviso East in Maywood, Illinois",Steven Hunter,Power Forward and Center,Right,220lb
huntevi01,5-Aug-94,"Detroit, Michigan",0,60,-,-,4,35.8,1.5,0.8,0,60,University of Texas at El Paso,,,,,8-Jun,"Consortium Prep in Detroit, Michigan",Vince Hunter,Power Forward,Right,208lb
hurlebo01,28-Jun-71,"Jersey City, New Jersey",3.3,35.3,27.2,76.9,269,8.1,3.8,1.1,-1.2,38.4,Duke University,7th overall,1st round,Sacramento Kings,1993,Jun-00,"Saint Anthony's in Jersey City, New Jersey",Bobby Hurley,Point Guard,Right,165lb
hurlero01,12-Aug-22,"Arcadia, California",0.7,22.4,,60.9,46,-,5.2,-,-1.4,,Murray State University,,,,,2-Jun,,Roy Hurley,Forward/Guard,Right,170lb
hustoge01,8-Nov-57,"Brooklyn, New York",5.1,48.3,25.4,70.8,496,12.7,8.8,1.4,11.9,48.5,Texas Tech University,50th overall,3rd round,New York Knicks,1979,2-Jun,"Canarsie in Brooklyn, New York",Geoff Huston,Point Guard,Right,175lb
hustopa01,2-Jun-25,,0.6,23.7,,69.7,46,-,3.6,-,1.2,,Ohio State University,8th overall,1st round,Chicago Stags,1947,3-Jun,"Xenia Central in Xenia, Ohio",Paul Huston,Forward,Right,175lb
hutchme01,22-Nov-28,"Sacramento, California",3,38.9,,67.3,437,14.7,11.1,9.6,27.9,,Brigham Young University,2nd overall,1st round,Tri-Cities Blackhawks,1951,6-Jun,,Mel Hutchins,Power Forward and Center,Right,200lb
hutchch01,26-Apr-96,"Mission Viejo, California",0.8,45.9,28,60.5,44,8.8,5.2,4.2,0.6,49.3,Boise State University,22nd overall,1st round,Chicago Bulls,2018,7-Jun,"Mission Viejo HS in Mission Viejo, California",Chandler Hutchison,Small Forward,Right,197lb
huttojo01,6-Oct-28,,1,33.1,,69,120,8,2.5,1.6,2.2,,Hamline University,1950 NBA Draft,7th roun,Minneapolis Lakers,,1-Jun,,Joe Hutton,Shooting Guard,Right,170lb
hydergr01,21-Jun-48,,0.6,44.7,,71.8,77,8.7,5.4,4.3,1.1,,Eastern New Mexico University,39th overall,3rd round,Cincinnati Royals,1970,6-Jun,,Greg Hyder,Small Forward,Right,215lb
iavarma01,15-Sep-56,"Jamaica, New York",1,45.9,0,71,531,7.9,4.4,3.2,8,45.9,University of Virginia,55th overall,3rd round,New York Knicks,1978,8-Jun,"Kennedy in Plainview, New York",Marc Iavaroni,Power Forward,Right,210lb
ibakase01,18-Sep-89,"Brazzaville, Republic of the Congo",0.7,51.4,35.7,76.1,753,17.2,12.3,7.3,63.9,54.5,,24th overall,1st round,Seattle SuperSonics,2008,10-Jun,,Serge Ibaka,Power Forward and Center,Right,235lb
iguodan01,28-Jan-84,"Springfield, Illinois",4.4,46.6,33.3,71,1108,15.7,12.1,5.1,96.4,51.3,University of Arizona,9th overall,1st round,Philadelphia 76ers,2004,6-Jun,"Lanphier in Springfield, Illinois",Andre Iguodala,Small Forward and Shooting Guard,Right,215lb
ilgauzy01,5-Jun-75,"Kaunas, Lithuania",1.1,47.6,31,78,843,18.5,13,7.3,66.3,47.8,,20th overall,1st round,Cleveland Cavaliers,1996,3-Jul,,Zydrunas Ilgauskas,Center,Right,238lb
ilicmi01,2-Jun-84,"Tuzla, Bosnia and Herzegovina",0,0,-,-,5,-48.6,0,0.2,-0.2,0,,43rd overall,2nd round,New Jersey Nets,2005,1-Jul,,Mile Ilic,Center,Right,230lb
mbengdj01,30-Dec-80,"Kinshasa, Democratic Republic of the Congo",0.2,47,0,60.7,234,10.8,1.8,1.5,2.4,47,,,,,,Jul-00,,D.J. Mbenga,Center,Right,245lb
ilyaser01,15-May-87,"Eskisehir, Turkey",1.1,44.3,36.5,77.3,745,15.4,10.6,5.8,44.9,50.4,,36th overall,2nd round,Milwaukee Bucks,2005,10-Jun,,Ersan Ilyasova,Power Forward,Right,235lb
imhofda01,11-Oct-38,"San Gabriel, California",1.8,45.8,,59.4,801,12.3,7.2,7.6,30.1,,University of California,3rd overall,1st round,New York Knicks,1960,10-Jun,"Alhambra in Alhambra, California",Darrall Imhoff,Center,Left,220lb
ingelto01,12-Feb-51,"Philadelphia, Pennsylvania",1,42.4,20,77.3,75,11,3.2,1.3,0.8,42.6,Villanova University,27th overall,2nd round,Atlanta Hawks,1973,3-Jun,"Cardinal O'Hara in Springfield, Pennsylvania",Tom Ingelsby,Point Guard,Right,180lb
inglejo01,2-Oct-87,"Happy Valley, Australia",3.4,44.7,40.8,74.1,406,12.5,8,3.1,23.1,57.5,,,,,,8-Jun,"Lake Ginninderra in Canberra, Australia",Joe Ingles,Power Forward and Small Forward,Left,226lb
inglida01,20-May-95,"Cayenne, French Guiana",0.5,35.1,23.1,87.5,20,6.7,1.8,1.6,-0.1,39.2,,31st overall,2nd round,Milwaukee Bucks,2014,8-Jun,,Damien Inglis,Small Forward,Right,246lb
ingraan01,19-Nov-85,"Richmond, Virginia",1.2,34.8,41.7,100,6,10.9,4,1.3,0.1,45.7,American University,,,,,3-Jun,"Highland Springs High School in Highland Springs, Virginia",Andre Ingram,Shooting Guard,Right,190lb
ingrabr01,2-Sep-97,"Kinston, North Carolina",2.9,45.8,32.9,66.2,190,11.7,13.9,4.7,4.5,48.7,Duke University,2nd overall,1st round,Los Angeles Lakers,2016,9-Jun,"Kinston in Kinston, North Carolina",Brandon Ingram,Small Forward,Right,190lb
ingramc01,31-Aug-31,,0.8,26.2,,46.4,24,7.6,2.8,4.8,-0.7,,Jackson State University,,,,,8-Jun,,McCoy Ingram,Power Forward,Right,210lb
inniger01,16-Jan-45,"Berne, Indiana",1.4,43,16.7,74.1,109,12.2,8.8,3.5,5.5,43.4,Indiana University,,,,,4-Jun,"Berne in Berne, Indiana",Ervin Inniger,Shooting Guard,Right,190lb
irvinby01,2-Dec-66,"LaGrange, Illinois",0.8,47.1,35,72.2,87,16,5.2,1.4,2.1,48.1,"University of Arkansas, University of Missouri",22nd overall,1st round,Portland Trail Blazers,1989,5-Jun,"Percy L. Julian in Chicago, Illinois",Byron Irvin,Shooting Guard,Right,190lb
irvinge01,1-Feb-48,"Seattle, Washington",1.3,51.7,27.4,82.6,325,14,9.5,3,16,52.5,University of Washington,125th overall,8th round,Seattle SuperSonics,1970,6-Jun,"Ballard in Seattle, Washington",George Irvine,Small Forward,Right,200lb
irvinky01,23-Mar-92,"Melbourne, Australia",5.7,46.5,39,87.5,508,22.1,22.2,3.6,58.4,52.5,Duke University,1st overall,1st round,Cleveland Cavaliers,2011,3-Jun,"Saint Patrick in Elizabeth, New Jersey",Kyrie Irving,Point Guard,Right,193lb
isaacjo01,3-Oct-97,"The Bronx, New York",1,41.9,32.7,80.6,102,12.3,8.5,5,4.2,48.7,Florida State University,6th overall,1st round,Orlando Magic,2017,10-Jun,"IMG Academy in Bradenton, Florida",Jonathan Isaac,Power Forward,Right,210lb
isselda01,25-Oct-48,"Batavia, Illinois",2.4,49.9,20.4,79.3,1218,21.4,22.6,9.1,157.8,50,University of Kentucky,122nd overall,8th round,Detroit Pistons,1970,9-Jun,"Batavia in Batavia, Illinois",Dan Issel,Center and Power Forward,Right,235lb
iuzzomi01,22-Jan-68,"Altoona, Pennsylvania",4.3,45.7,40.4,79.8,122,12.9,9,2,3.7,52.5,"Pennsylvania State University, Saint Francis University",35th overall,2nd round,Dallas Mavericks,1991,10-May,"Altoona Area in Altoona, Pennsylvania",Mike Iuzzolino,Point Guard,Right,175lb
iversal01,7-Jun-75,"Hampton, Virginia",6.2,42.5,31.3,78,914,20.9,26.7,3.7,99,45.2,Georgetown University,1st overall,1st round,Philadelphia 76ers,1996,Jun-00,"Bethel in Hampton, Virginia",Allen Iverson,Shooting Guard and Point Guard,Right,165lb
iverswi01,8-Oct-45,"Detroit, Michigan",2.9,34.2,0,60,28,4.7,4.9,1.6,-0.1,34.2,Central Michigan University,,,,,Jun-00,"Pershing in Detroit, Michigan",Willie Iverson,Point Guard,Right,180lb
iveyro01,20-Dec-81,"Harlem, New York",1,40.6,36.1,70.6,492,8.4,3.3,1.1,4.5,45.9,University of Texas at Austin,37th overall,2nd round,Atlanta Hawks,2004,3-Jun,"Blair Academy in Blairstown, New Jersey",Royal Ivey,Shooting Guard and Point Guard,Right,200lb
ivoryel01,2-Jul-48,"Birmingham, Alabama",0.5,43.7,25,64.7,20,14.9,4.4,3.3,0.1,44.3,University of Louisiana at Lafayette,,,,,8-Jun,"Hayes in Birmingham, Alabama",Elvin Ivory,Forward,Right,210lb
iwundwe01,20-Dec-94,"Houston, Texas",1,41.9,30.4,78.7,130,8.3,4.4,2.5,2.5,45.7,Kansas State University,33rd overall,2nd round,Orlando Magic,2017,7-Jun,"Spring Westfield in Houston, Texas",Wesley Iwundu,Small Forward,Right,195lb
jabalwa01,29-Aug-46,"Kansas City, Kansas",5.3,43.1,31.9,75.6,447,16.3,17.1,6.7,35.1,45.7,Wichita State University,44th overall,4th round,New York Knicks,1968,2-Jun,"Central in Kansas City, Missouri",Warren Jabali,Point Guard and Shooting Guard,Right,200lb
jackja01,28-Oct-83,"Fort Washington, Maryland",4.6,44,34.3,85.5,867,14.1,10.8,2.9,36.8,48,Georgia Institute of Technology,22nd overall,1st round,Denver Nuggets,2005,3-Jun,"Worcester Academy in Worcester, Massachusetts",Jarrett Jack,Shooting Guard and Point Guard,Right,200lb
jacksaa01,6-May-86,"Hartford, Connecticut",1,33.3,25,50,1,2.4,8,3,0,38.9,Duquesne University,,,,,4-Jun,"Northwest Catholic in West Hartford, Connecticut",Aaron Jackson,Point Guard,Right,185lb
jacksal01,29-Jul-43,"Cleveland, Ohio",0.5,0,,-,2,-9.2,0,0,-0.1,,Wilberforce University,,,,,1-Jun,"Benedictine in Cleveland, Ohio",Al Jackson,Guard,Right,185lb
jacksbo01,13-Mar-73,"East Spencer, North Carolina",2.6,41.7,35.4,79.3,755,15.2,9.7,3.1,31.4,47,University of Minnesota,23rd overall,1st round,Seattle SuperSonics,1997,1-Jun,"Salisbury in Salisbury, North Carolina",Bobby Jackson,Shooting Guard and Point Guard,Right,185lb
jacksce01,5-Mar-86,"Alamogordo, New Mexico",1.2,30,16.7,58.3,12,5.5,1.7,0.7,-0.2,32.5,"St. John's University, Cleveland State University",,,,,3-Jun,"Northern Burlington County in Columbus, New Jersey",Cedric Jackson,Point Guard,Right,191lb
jacksda01,7-Nov-85,"Oklahoma City, Oklahoma",0.2,44.9,23.5,64.4,138,8.7,2.2,1.5,1.3,45.6,University of Kansas,52nd overall,2nd round,Miami Heat,2008,9-Jun,"Midwest City in Midwest City, Oklahoma",Darnell Jackson,Power Forward,Right,253lb
jacksde01,7-Sep-94,"South Bend, Indiana",0.7,48.6,28.6,66.7,26,13,1.8,0.7,0.2,54.1,University of Notre Dame,45th overall,2nd round,Boston Celtics,2016,1-Jun,"Marian in Mishawaka, Indiana",Demetrius Jackson,Point Guard,Right,201lb
jacksfr01,4-May-98,"Washington, District of Columbia",1.1,43.4,31.4,74,61,9.4,8.1,2.2,0.4,49.3,Duke University,31st overall,2nd round,Charlotte Hornets,2017,3-Jun,"Lone Peak in Highland, Utah",Frank Jackson,Point Guard,Right,205lb
jacksgr01,2-Aug-52,"Brooklyn, New York",2,41.5,,58.1,49,7.6,3.7,1.4,-0.1,,Guilford College,86th overall,5th round,New York Knicks,1974,Jun-00,"Tilden in Brooklyn, New York",Greg Jackson,Shooting Guard,Right,180lb
jacksja01,27-Oct-67,"New Orleans, Louisiana",1.2,39.1,35.3,76.4,431,10.1,5.5,1.8,11.5,46.9,Georgetown University,,,,,4-Jun,"Walter Cohen in New Orleans, Louisiana",Jaren Jackson,Shooting Guard,Right,190lb
jacksja02,15-Sep-99,"Plainfield, New Jersey",1.1,50.6,35.9,76.6,58,16.4,13.8,4.7,3.3,54.9,Michigan State University,4th overall,1st round,Memphis Grizzlies,2018,11-Jun,"La Lumiere School in La Porte, Indiana",Jaren Jackson Jr.,Power Forward,Right,242lb
jacksje01,7-Jun-76,"Detroit, Michigan",1.4,40.1,15.8,71.1,135,8.8,1.9,1.1,1,40.8,University of Detroit Mercy,,,,,4-Jun,"Finney in Detroit, Michigan",Jermaine Jackson,Point Guard and Shooting Guard,Right,204lb
jacksji01,14-Oct-70,"Toledo, Ohio",3.2,42.8,36.5,82.5,885,13.5,14.3,4.7,35.8,46.7,Ohio State University,4th overall,1st round,Dallas Mavericks,1992,6-Jun,"Macomber-Whitney in Toledo, Ohio",Jim Jackson,Shooting Guard and Small Forward,Right,220lb
jacksjo02,10-Feb-97,"San Diego, California",1.9,41.5,29.4,65,156,11.2,12.3,4.5,-2.4,45.2,University of Kansas,4th overall,1st round,Phoenix Suns,2017,8-Jun,"Prolific Prep/Justin-Siena HS in Napa, California",Josh Jackson,Small Forward and Shooting Guard,Right,200lb
jacksju01,28-Mar-95,"Houston, Texas",1.1,44.5,33.5,76.5,149,10.3,7,2.7,3.9,52.4,University of North Carolina,15th overall,1st round,Portland Trail Blazers,2017,8-Jun,"Homeschool Christian Youth Association in Houston, Texas",Justin Jackson,Small Forward,Right,210lb
jackslu01,31-Oct-41,"San Marcos, Texas",1.6,41.5,,72.2,522,12.7,9.9,8.8,22.3,,University of Texas-Pan American,4th overall,1st round,Philadelphia 76ers,1964,9-Jun,"Morehouse in Bastrop, Louisiana",Luke Jackson,Center and Power Forward,Right,240lb
jackslu02,6-Nov-81,"Eugene, Oregon",0.8,35.7,36,73.2,73,9.3,3.5,1.2,0.2,42.6,University of Oregon,10th overall,1st round,Cleveland Cavaliers,2004,7-Jun,"Creswell in Creswell, Oregon",Luke Jackson,Small Forward,Left,215lb
jacksma02,16-Jan-75,"Philadelphia, Pennsylvania",0.8,44.6,22.6,81.4,387,14.1,8.4,4.3,13,44.7,"Virginia Commonwealth University, Temple University",37th overall,2nd round,Golden State Warriors,1997,10-Jun,"Roman Catholic in Philadelphia, Pennsylvania",Marc Jackson,Power Forward and Center,Right,270lb
jacksma01,1-Apr-65,"Brooklyn, New York",8,44.7,33.2,77,1296,16,9.6,3.8,91.8,48.1,St. John's University,18th overall,1st round,New York Knicks,1987,1-Jun,"Bishop Loughlin Memorial in Brooklyn, New York",Mark Jackson,Point Guard,Right,180lb
jacksme01,15-Aug-46,"Savannah, Georgia",3.1,41.1,33.6,81.7,262,11.8,11.6,3.3,7.5,42,University of Utah,120th overall,9th round,Phoenix Suns,1968,3-Jun,"Beach in Savannah, Georgia",Mervin Jackson,Point Guard,Right,175lb
jacksmi02,13-Jul-64,"Fairfax, Virginia",2.2,36.9,27.3,67.5,89,7.7,2.1,0.8,-0.2,39.1,Georgetown University,47th overall,2nd round,New York Knicks,1986,2-Jun,"South Lakes in Reston, Virginia",Michael Jackson,Point Guard,Right,183lb
jacksmi01,31-Jul-49,"Washington, District of Columbia",1,50.8,26.7,76.6,264,13.3,10.2,5.7,9,50.9,"California State University, Los Angeles",104th overall,7th round,Houston Rockets,1972,7-Jun,"Cardozo in Washington, District of Columbia",Mike Jackson,Power Forward,Right,215lb
jacksmy01,6-May-64,"Hamburg, Arkansas",0.8,22.2,-,87.5,8,10.6,1.4,0.4,0,22.2,University of Arkansas at Little Rock,85th overall,4th round,Dallas Mavericks,1986,3-Jun,"Hamburg in Hamburg, Arkansas",Myron Jackson,Point Guard,Right,185lb
jacksph01,17-Sep-45,"Deer Lodge, Montana",1.1,45.3,0,73.6,807,12.5,6.7,4.3,29.3,45.3,University of North Dakota,17th overall,2nd round,New York Knicks,1967,8-Jun,"Williston in Williston, North Dakota",Phil Jackson,Power Forward,Left,220lb
jackspi01,29-Aug-91,"Las Vegas, Nevada",2.4,33.3,27.3,85.7,8,13,4.4,1.1,0,37.2,Baylor University,42nd overall,2nd round,Philadelphia 76ers,2013,10-May,"Desert Pines in Las Vegas, Nevada",Pierre Jackson,Point Guard,Right,180lb
jacksra01,26-Oct-62,"Los Angeles, California",4,33.3,-,-,1,15.6,2,1,0,33.3,"University of California, Los Angeles",71st overall,4th round,Indiana Pacers,1984,2-Jun,"Inglewood in Inglewood, California",Ralph Jackson,Point Guard,Right,190lb
jacksra02,16-Jan-76,"Boston, Massachusetts",0.3,42.6,14.3,65.6,28,11.5,4.1,1.9,-0.1,43.1,Florida State University,,,,,11-Jun,"Winchendon School in Winchendon, Massachusetts",Randell Jackson,Power Forward,Right,215lb
jacksre01,16-Apr-90,"Pordenone, Italy",4.4,42.9,33.3,85.9,530,16.1,12.9,3,28.2,47.9,Boston College,24th overall,1st round,Oklahoma City Thunder,2011,3-Jun,"Palmer in Colorado Springs, Colorado",Reggie Jackson,Point Guard,Right,208lb
jacksst01,10-Oct-70,"Tuskegee, Alabama",0.9,51.5,20,100,17,17.8,2.2,1.6,0.2,53,University of Alabama at Birmingham,,,,,3-Jun,"Valley in Valley, Alabama",Stanley Jackson,Shooting Guard,Right,185lb
jacksst02,5-Apr-78,"Houston, Texas",3.1,41.4,33.3,79.8,858,14.3,15.1,3.9,36.1,47.1,Butler County Community College,42nd overall,2nd round,Phoenix Suns,1997,8-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Stephen Jackson,Small Forward and Shooting Guard and Power Forward,Right,218lb
jacksto01,7-Nov-42,"Brooklyn, New York",2,37.5,27.5,85.1,138,17.3,15.9,5.4,10.5,41,St. John's University,24th overall,3rd round,New York Knicks,1961,4-Jun,"Thomas Jefferson in Brooklyn, New York",Tony Jackson,Shooting Guard and Small Forward,Right,200lb
jacksto02,17-Jan-58,"Lexington, Kentucky",1,33.3,-,-,2,12.9,1,1,0,33.3,Florida State University,87th overall,4th round,Los Angeles Lakers,1980,Jun-00,"Bryan Station in Lexington, Kentucky",Tony Jackson,Point Guard,Right,170lb
jackstr01,21-Apr-59,"Rockville, Maryland",1,46.3,15.4,74.9,129,11.8,5.4,1.9,2.4,46.5,University of Notre Dame,25th overall,2nd round,Boston Celtics,1981,6-Jun,"Paint Branch in Burtonsville, Maryland",Tracy Jackson,Shooting Guard,Right,205lb
jackswa01,18-Jul-51,"Yazoo City, Mississippi",0.5,39.7,,71.8,56,7,4.3,2.4,0.3,,Ohio State University,98th overall,6th round,Seattle SuperSonics,1974,7-Jun,"Macomber in Toledo, Ohio",Wardell Jackson,Small Forward,Right,200lb
jacobfr01,2-Dec-22,,0.3,27.5,,48,18,-,2.8,-,0.7,,University of Denver,,,,,3-Jun,,Fred Jacobs,Forward,Right,175lb
jacobca01,19-Mar-81,"Glendora, California",1.1,39.3,35.2,76.9,287,9.2,5.2,1.8,6.2,48,Stanford University,22nd overall,1st round,Phoenix Suns,2002,6-Jun,"Glendora in Glendora, California",Casey Jacobsen,Shooting Guard and Small Forward,Right,215lb
jacobsa01,22-Jul-75,"Cottage Grove, Minnesota",0.5,51.1,36,73.9,68,11.2,4.2,1.2,1.1,53,University of Minnesota,26th overall,1st round,Los Angeles Lakers,1998,4-Jun,"Park-Cottage Grove in Cottage Grove, Minnesota",Sam Jacobson,Point Guard,Right,215lb
jamerda01,13-Aug-67,"Clarksburg, West Virginia",0.7,39.2,27.7,86,90,12,3.4,0.9,0.2,41.3,Ohio University,15th overall,1st round,Miami Heat,1990,5-Jun,"Stow in Stow, Ohio",Dave Jamerson,Shooting Guard,Right,190lb
jamesaa01,5-Oct-52,"New Orleans, Louisiana",1,48.1,,76,356,13.6,10.8,4.1,13.1,,Grambling State University,28th overall,2nd round,New Orleans Jazz,1974,8-Jun,"Walter Cohen in New Orleans, Louisiana",Aaron James,Small Forward,Right,210lb
jamesbe01,7-Feb-85,"Savannah, Georgia",0.1,49.7,0,68,92,13.8,2.2,2.3,1.9,49.7,Florida State University,33rd overall,2nd round,Cleveland Cavaliers,2012,10-Jun,"Windsor Forest in Savannah, Georgia",Bernard James,Center,Left,240lb
jamesbi01,11-Feb-50,,1,33.3,-,-,1,-4.8,2,0,0,33.3,Marshall University,,,,,3-Jun,"Scottsburgh in Scottsburgh, Indiana",Billy James,Point Guard,Right,185lb
